id,name,loaning_club,player_value_in_moment_of_transfer,transfer_cost,league,year,market_value_in_eur,delta_value
314381,Adam Phillips,FC Morecambe,75000,Wypożyczenie,GB4,2019,450000,375000
424014,Josh McPake,FC Morecambe,75000,Wypożyczenie,GB3,2021,125000,50000
424014,Josh McPake,Tranmere Rovers,75000,Wypożyczenie,GB4,2021,125000,50000
424014,Josh McPake,Harrogate Town,75000,Wypożyczenie,GB4,2020,125000,50000
565682,Matthew Bondswell,Shrewsbury Town,50000,Wypożyczenie,GB3,2021,50000,0
507235,Jack Young,Wycombe Wanderers,0,Wypożyczenie,GB3,2021,150000,150000
507235,Jack Young,Tranmere Rovers,0,Wypożyczenie,GB4,2020,150000,150000
603937,Callum Jones,FC Morecambe,0,Wypożyczenie,GB3,2021,100000,100000
366834,Callum Johnson,Fleetwood Town,0,Wypożyczenie,GB3,2021,300000,300000
447063,Archie Mair,Lincoln City,0,Wypożyczenie,GB3,2021,0,0
624967,Kion Etete,Cheltenham Town,0,Wypożyczenie,GB3,2021,900000,900000
624967,Kion Etete,Northampton Town,0,Wypożyczenie,GB4,2021,900000,900000
502830,Callum Wright,Cheltenham Town,0,Wypożyczenie,GB3,2021,500000,500000
502830,Callum Wright,Cheltenham Town,0,Wypożyczenie,GB4,2020,500000,500000
610649,Ryan Alebiosu,Crewe Alexandra,0,Wypożyczenie,GB3,2021,350000,350000
559806,Ryan Edmondson,Fleetwood Town,0,Wypożyczenie,GB3,2021,200000,200000
559806,Ryan Edmondson,Port Vale FC,0,Wypożyczenie,GB4,2021,200000,200000
559806,Ryan Edmondson,Northampton Town,0,Wypożyczenie,GB3,2020,200000,200000
395797,Sam Hughes,Burton Albion,0,Wypożyczenie,GB3,2021,350000,350000
395797,Sam Hughes,Burton Albion,0,Wypożyczenie,GB3,2020,350000,350000
395797,Sam Hughes,Salford City,0,Wypożyczenie,GB4,2019,350000,350000
594276,Tiago Cukur,Doncaster Rovers,0,Wypożyczenie,GB3,2021,250000,250000
566799,James Trafford,Accrington Stanley,0,Wypożyczenie,GB3,2021,2000000,2000000
566799,James Trafford,Bolton Wanderers,0,Wypożyczenie,GB3,2021,2000000,2000000
689892,Ben Jackson,Doncaster Rovers,0,Wypożyczenie,GB3,2021,0,0
689892,Ben Jackson,Bolton Wanderers,0,Wypożyczenie,GB4,2020,0,0
671073,Jovan Malcolm,Accrington Stanley,0,Wypożyczenie,GB3,2021,0,0
434015,Terry Ablade,AFC Wimbledon,0,Wypożyczenie,GB3,2021,200000,200000
585550,Gavin Bazunu,FC Portsmouth,0,Wypożyczenie,GB3,2021,18000000,18000000
585550,Gavin Bazunu,AFC Rochdale,0,Wypożyczenie,GB3,2020,18000000,18000000
530740,Yeboah Amankwah,Accrington Stanley,0,Wypożyczenie,GB3,2021,350000,350000
530740,Yeboah Amankwah,AFC Rochdale,0,Wypożyczenie,GB3,2020,350000,350000
406636,Jamie Soule,Cheltenham Town,0,Wypożyczenie,GB3,2021,0,0
406636,Jamie Soule,Lincoln City,0,Wypożyczenie,GB3,2020,0,0
874080,Mason Burstow,Charlton Athletic,0,Wypożyczenie,GB3,2021,200000,200000
820970,Sam Sherring,Cambridge United,0,Wypożyczenie,GB3,2021,300000,300000
820970,Sam Sherring,Accrington Stanley,0,Wypożyczenie,GB3,2021,300000,300000
554174,J'Neil Bennett,Crewe Alexandra,0,Wypożyczenie,GB3,2021,0,0
337321,Nathan Holland,Oxford United,0,Wypożyczenie,GB3,2021,400000,400000
337321,Nathan Holland,Oxford United,0,Wypożyczenie,GB3,2019,400000,400000
568007,Ben Knight,Crewe Alexandra,0,Wypożyczenie,GB3,2021,300000,300000
633258,Tomas Kalinauskas,AFC Wimbledon,0,Wypożyczenie,GB3,2021,100000,100000
408562,Marlon Fossey,Bolton Wanderers,0,Wypożyczenie,GB3,2021,2000000,2000000
408562,Marlon Fossey,Shrewsbury Town,0,Wypożyczenie,GB3,2020,2000000,2000000
536533,Scott Robertson,Crewe Alexandra,0,Wypożyczenie,GB3,2021,200000,200000
536533,Scott Robertson,Doncaster Rovers,0,Wypożyczenie,GB3,2020,200000,200000
536533,Scott Robertson,FC Gillingham,0,Wypożyczenie,GB3,2020,200000,200000
528894,Matt Smith,Doncaster Rovers,0,Wypożyczenie,GB3,2021,350000,350000
528894,Matt Smith,Charlton Athletic,0,Wypożyczenie,GB3,2020,350000,350000
528894,Matt Smith,Swindon Town,0,Wypożyczenie,GB3,2020,350000,350000
614084,Luke Matheson,Scunthorpe United,600000,Wypożyczenie,GB4,2021,600000,0
614084,Luke Matheson,Ipswich Town,900000,Wypożyczenie,GB3,2020,600000,-300000
614084,Luke Matheson,AFC Rochdale,0,Wypożyczenie,GB3,2019,600000,600000
51730,Jamie Murphy,Mansfield Town,550000,Wypożyczenie,GB4,2021,450000,-100000
51730,Jamie Murphy,Burton Albion,1000000,Wypożyczenie,GB3,2019,450000,-550000
399473,Luke Thomas,Bristol Rovers,500000,Wypożyczenie,GB4,2021,500000,0
399473,Luke Thomas,Ipswich Town,800000,Wypożyczenie,GB3,2020,500000,-300000
399473,Luke Thomas,Coventry City,0,Wypożyczenie,GB3,2018,500000,500000
403572,Stephen Kelly,Salford City,400000,Wypożyczenie,GB4,2021,400000,0
46805,Tom Elliott,Bradford City,400000,Wypożyczenie,GB4,2021,150000,-250000
72518,Jamie Walker,Bradford City,400000,Wypożyczenie,GB4,2021,350000,-50000
72518,Jamie Walker,Peterborough United,750000,Wypożyczenie,GB3,2018,350000,-400000
69755,Michael Bostwick,FC Stevenage,325000,Wypożyczenie,GB4,2021,125000,-200000
339789,Josh Pask,Newport County,300000,Wypożyczenie,GB4,2021,100000,-200000
495033,Nathan Bishop,Mansfield Town,300000,Wypożyczenie,GB4,2021,300000,0
57070,Frank Fielding,Salford City,300000,Wypożyczenie,GB4,2021,250000,-50000
68333,Padraig Amond,Exeter City,300000,Wypożyczenie,GB4,2021,0,-300000
251056,Cameron Dawson,Exeter City,300000,Wypożyczenie,GB4,2021,450000,150000
125689,Laurie Walker,Oldham Athletic,250000,Wypożyczenie,GB4,2021,0,-250000
125689,Laurie Walker,Oldham Athletic,250000,Wypożyczenie,GB4,2020,0,-250000
119123,Frank Nouble,Leyton Orient,250000,Wypożyczenie,GB4,2021,250000,0
119123,Frank Nouble,Colchester United,250000,Wypożyczenie,GB4,2020,250000,0
486001,Stephen Walker,Tranmere Rovers,250000,Wypożyczenie,GB4,2021,200000,-50000
486001,Stephen Walker,Crewe Alexandra,250000,Wypożyczenie,GB3,2020,200000,-50000
486001,Stephen Walker,Milton Keynes Dons,250000,Wypożyczenie,GB3,2020,200000,-50000
486001,Stephen Walker,Crewe Alexandra,250000,Wypożyczenie,GB4,2019,200000,-50000
486001,Stephen Walker,Milton Keynes Dons,0,Wypożyczenie,GB4,2018,200000,200000
285283,Ross Doohan,Tranmere Rovers,250000,Wypożyczenie,GB4,2021,250000,0
503683,Anthony Driscoll-Glennon,AFC Barrow,250000,Wypożyczenie,GB4,2021,250000,0
503683,Anthony Driscoll-Glennon,Grimsby Town,0,Wypożyczenie,GB4,2019,250000,250000
113034,Paul Downing,AFC Rochdale,250000,Wypożyczenie,GB4,2021,250000,0
113034,Paul Downing,Doncaster Rovers,250000,Wypożyczenie,GB3,2018,250000,0
62642,Nathan Delfouneso,Bradford City,250000,Wypożyczenie,GB4,2021,250000,0
428041,Tyler Magloire,Northampton Town,250000,Wypożyczenie,GB4,2021,250000,0
428041,Tyler Magloire,AFC Rochdale,0,Wypożyczenie,GB3,2019,250000,250000
387391,Myles Kenlock,Colchester United,250000,Wypożyczenie,GB4,2021,250000,0
236508,Bryn Morris,Hartlepool United,250000,Wypożyczenie,GB4,2021,150000,-100000
236508,Bryn Morris,Northampton Town,250000,Wypożyczenie,GB3,2020,150000,-100000
236508,Bryn Morris,Wycombe Wanderers,250000,Wypożyczenie,GB3,2018,150000,-100000
163531,Connor Ripley,Salford City,250000,Wypożyczenie,GB4,2021,350000,100000
163531,Connor Ripley,Accrington Stanley,250000,Wypożyczenie,GB3,2018,350000,100000
612163,Faysal Bettache,Oldham Athletic,200000,Wypożyczenie,GB4,2021,200000,0
804040,George Broadbent,AFC Rochdale,200000,Wypożyczenie,GB4,2021,0,-200000
186574,Aaron Amadi-Holloway,AFC Barrow,200000,Wypożyczenie,GB4,2021,0,-200000
610297,Tyler Burey,Hartlepool United,200000,Wypożyczenie,GB4,2021,900000,700000
567576,Elliot Anderson,Bristol Rovers,200000,Wypożyczenie,GB4,2021,3000000,2800000
606006,Alex Hunt,Oldham Athletic,200000,Wypożyczenie,GB4,2021,150000,-50000
396861,Richard Nartey,Mansfield Town,200000,Wypożyczenie,GB4,2021,150000,-50000
396861,Richard Nartey,Burton Albion,0,Wypożyczenie,GB3,2019,150000,150000
696892,Blondy Nna Noukeu,Crawley Town,150000,Wypożyczenie,GB4,2021,150000,0
504617,Oliver Cooper,Newport County,150000,Wypożyczenie,GB4,2021,2000000,1850000
470608,Reece Devine,FC Walsall,150000,Wypożyczenie,GB4,2021,150000,0
654173,Brad Young,Carlisle United,150000,Wypożyczenie,GB4,2021,200000,50000
503750,Dominic Revan,Northampton Town,150000,Wypożyczenie,GB4,2021,0,-150000
703661,Nicholas Bilokapic,Hartlepool United,150000,Wypożyczenie,GB4,2021,200000,50000
405982,Idris Kanu,Northampton Town,150000,Wypożyczenie,GB4,2021,0,-150000
405982,Idris Kanu,Port Vale FC,75000,Wypożyczenie,GB4,2018,0,-75000
503989,Jeriel Dorsett,AFC Rochdale,150000,Wypożyczenie,GB4,2021,250000,100000
344589,Jack Aitchison,Forest Green Rovers,100000,Wypożyczenie,GB4,2021,200000,100000
344589,Jack Aitchison,FC Stevenage,0,Wypożyczenie,GB4,2020,200000,200000
344589,Jack Aitchison,Forest Green Rovers,0,Wypożyczenie,GB4,2019,200000,200000
723667,Brahima Diarra,Harrogate Town,100000,Wypożyczenie,GB4,2021,300000,200000
805494,Jake Hull,Hartlepool United,100000,Wypożyczenie,GB4,2021,100000,0
485996,Isaac Hutchinson,Crawley Town,100000,Wypożyczenie,GB4,2021,300000,200000
485996,Isaac Hutchinson,Forest Green Rovers,0,Wypożyczenie,GB4,2020,300000,300000
414892,George Miller,FC Walsall,100000,Wypożyczenie,GB4,2021,200000,100000
414892,George Miller,Scunthorpe United,100000,Wypożyczenie,GB4,2019,200000,100000
414892,George Miller,Bradford City,100000,Wypożyczenie,GB3,2018,200000,100000
694830,Festus Arthur,AFC Barrow,100000,Wypożyczenie,GB4,2021,0,-100000
684283,Zach Jeacock,Salford City,100000,Wypożyczenie,GB4,2021,100000,0
575212,Isaac Fletcher,Hartlepool United,100000,Wypożyczenie,GB4,2021,100000,0
460255,Max Melbourne,FC Stevenage,100000,Wypożyczenie,GB4,2021,150000,50000
460255,Max Melbourne,FC Walsall,100000,Wypożyczenie,GB4,2020,150000,50000
460255,Max Melbourne,Lincoln City,100000,Wypożyczenie,GB3,2019,150000,50000
316554,Ryan Delaney,Scunthorpe United,100000,Wypożyczenie,GB4,2021,200000,100000
316554,Ryan Delaney,AFC Wimbledon,100000,Wypożyczenie,GB3,2019,200000,100000
574037,Tom Billson,Scunthorpe United,100000,Wypożyczenie,GB4,2021,100000,0
334703,Jordan Flores,Northampton Town,100000,Wypożyczenie,GB4,2021,100000,0
809099,Owura Edwards,Exeter City,100000,Wypożyczenie,GB4,2021,350000,250000
809099,Owura Edwards,Colchester United,100000,Wypożyczenie,GB4,2021,350000,250000
809099,Owura Edwards,Grimsby Town,0,Wypożyczenie,GB4,2020,350000,350000
542884,Alex Gilbert,Swindon Town,100000,Wypożyczenie,GB4,2021,100000,0
192696,George Ray,Leyton Orient,100000,Wypożyczenie,GB4,2021,100000,0
538216,Hayden Hackney,Scunthorpe United,100000,Wypożyczenie,GB4,2021,2000000,1900000
457128,Jake Turner,Colchester United,100000,Wypożyczenie,GB4,2021,100000,0
457128,Jake Turner,FC Morecambe,100000,Wypożyczenie,GB4,2020,100000,0
671489,Amrit Bansal-McNulty,Crawley Town,100000,Wypożyczenie,GB4,2021,100000,0
366681,Lee O'Connor,Tranmere Rovers,100000,Wypożyczenie,GB4,2021,300000,200000
366681,Lee O'Connor,Tranmere Rovers,100000,Wypożyczenie,GB4,2020,300000,200000
747681,Isaac Olaofe,Sutton United,75000,Wypożyczenie,GB4,2021,150000,75000
334687,Alex Bass,Bradford City,50000,Wypożyczenie,GB4,2021,200000,150000
511561,Will Forrester,Mansfield Town,50000,Wypożyczenie,GB4,2021,450000,400000
711544,Jake O'Brien,Swindon Town,25000,Wypożyczenie,GB4,2021,500000,475000
504051,Jamie Bowden,Oldham Athletic,0,Wypożyczenie,GB4,2021,0,0
488416,Josh Hawkes,Tranmere Rovers,0,Wypożyczenie,GB4,2021,300000,300000
386936,Joel Cooper,Port Vale FC,0,Wypożyczenie,GB4,2021,100000,100000
655180,Jake Scrimshaw,Scunthorpe United,0,Wypożyczenie,GB4,2021,0,0
655180,Jake Scrimshaw,FC Walsall,0,Wypożyczenie,GB4,2020,0,0
655180,Jake Scrimshaw,Newport County,0,Wypożyczenie,GB4,2020,0,0
664581,Armando Dobra,Colchester United,0,Wypożyczenie,GB4,2021,0,0
567102,James Connolly,Bristol Rovers,0,Wypożyczenie,GB4,2021,300000,300000
725701,Dan Moss,Leyton Orient,0,Wypożyczenie,GB4,2021,0,0
506199,Timmy Abraham,Newport County,0,Wypożyczenie,GB4,2021,200000,200000
506199,Timmy Abraham,Plymouth Argyle,0,Wypożyczenie,GB3,2020,200000,200000
506199,Timmy Abraham,Bristol Rovers,0,Wypożyczenie,GB3,2019,200000,200000
718547,Josh Davison,Swindon Town,0,Wypożyczenie,GB4,2021,300000,300000
718547,Josh Davison,Forest Green Rovers,0,Wypożyczenie,GB4,2020,300000,300000
293709,Theo Archibald,Leyton Orient,0,Wypożyczenie,GB4,2021,250000,250000
293709,Theo Archibald,Forest Green Rovers,0,Wypożyczenie,GB4,2018,250000,250000
372525,Sam Hornby,Colchester United,0,Wypożyczenie,GB4,2021,75000,75000
565420,Jake Cain,Newport County,0,Wypożyczenie,GB4,2021,200000,200000
657259,Edward Jones,Hartlepool United,0,Wypożyczenie,GB4,2021,0,0
753894,Will Harris,AFC Barrow,0,Wypożyczenie,GB4,2021,0,0
504904,Zain Westbrooke,FC Stevenage,0,Wypożyczenie,GB4,2021,175000,175000
551309,Tyrese Omotoye,Leyton Orient,0,Wypożyczenie,GB4,2021,200000,200000
551309,Tyrese Omotoye,Carlisle United,0,Wypożyczenie,GB4,2021,200000,200000
551309,Tyrese Omotoye,Swindon Town,0,Wypożyczenie,GB3,2020,200000,200000
552615,Jacob Wakeling,AFC Barrow,0,Wypożyczenie,GB4,2021,300000,300000
860693,Corie Andrews,Colchester United,0,Wypożyczenie,GB4,2021,0,0
289791,Kieran O'Hara,Scunthorpe United,0,Wypożyczenie,GB4,2021,150000,150000
289791,Kieran O'Hara,Burton Albion,0,Wypożyczenie,GB3,2019,150000,150000
289791,Kieran O'Hara,Macclesfield Town FC,0,Wypożyczenie,GB4,2018,150000,150000
546904,Sam Burns,Scunthorpe United,0,Wypożyczenie,GB4,2021,0,0
496644,Ryan Stirk,Mansfield Town,0,Wypożyczenie,GB4,2021,0,0
337796,Offrande Zanzala,Exeter City,0,Wypożyczenie,GB4,2021,125000,125000
500687,Tyrese Shade,FC Walsall,0,Wypożyczenie,GB4,2021,300000,300000
504856,Will Ferry,Crawley Town,0,Wypożyczenie,GB4,2021,200000,200000
746094,Alex Mitchell,Leyton Orient,0,Wypożyczenie,GB4,2021,325000,325000
565684,George Shelvey,Mansfield Town,0,Wypożyczenie,GB4,2021,0,0
746622,Harry Wood,Scunthorpe United,0,Wypożyczenie,GB4,2021,0,0
344004,Cameron Coxe,Colchester United,0,Wypożyczenie,GB4,2021,0,0
496646,Sion Spence,Bristol Rovers,0,Wypożyczenie,GB4,2021,0,0
860694,Will Goodwin,Hartlepool United,0,Wypożyczenie,GB4,2021,150000,150000
476050,Rekeil Pyke,Scunthorpe United,0,Wypożyczenie,GB4,2021,250000,250000
476050,Rekeil Pyke,AFC Rochdale,0,Wypożyczenie,GB3,2019,250000,250000
476050,Rekeil Pyke,AFC Rochdale,0,Wypożyczenie,GB3,2018,250000,250000
474382,Lewis Cass,Port Vale FC,0,Wypożyczenie,GB4,2021,200000,200000
325214,Corey O'Keeffe,AFC Rochdale,0,Wypożyczenie,GB4,2021,250000,250000
325214,Corey O'Keeffe,Macclesfield Town FC,0,Wypożyczenie,GB4,2019,250000,250000
633388,Tyrese Sinclair,Scunthorpe United,0,Wypożyczenie,GB4,2021,0,0
853489,Mitchell Roberts,Carlisle United,0,Wypożyczenie,GB4,2021,0,0
853489,Mitchell Roberts,Harrogate Town,0,Wypożyczenie,GB4,2020,0,0
456293,Jonathan Dinzeyi,Carlisle United,0,Wypożyczenie,GB4,2021,0,0
712106,Connor Taylor,Bristol Rovers,0,Wypożyczenie,GB4,2021,1000000,1000000
602545,Bailey Clements,FC Stevenage,0,Wypożyczenie,GB4,2021,0,0
680653,Owen Windsor,Carlisle United,0,Wypożyczenie,GB4,2021,0,0
680653,Owen Windsor,Grimsby Town,0,Wypożyczenie,GB4,2020,0,0
680653,Owen Windsor,Newport County,0,Wypożyczenie,GB4,2020,0,0
664558,Tyreece Simpson,Swindon Town,0,Wypożyczenie,GB4,2021,300000,300000
404384,Rabbi Matondo,Stoke City,8000000,Wypożyczenie,GB2,2020,3000000,-5000000
504085,Tomás Esteves,FC Reading,8000000,Wypożyczenie,GB2,2020,1000000,-7000000
406638,Oliver Skipp,Norwich City,7000000,Wypożyczenie,GB2,2020,15000000,8000000
293168,Filip Benkovic,Cardiff City,7000000,Wypożyczenie,GB2,2020,1000000,-6000000
293168,Filip Benkovic,Bristol City,9000000,Wypożyczenie,GB2,2019,1000000,-8000000
287431,Alfie Mawson,Bristol City,7000000,Wypożyczenie,GB2,2020,0,-7000000
261988,Filip Krovinovic,Nottingham Forest,6000000,Wypożyczenie,GB2,2020,5000000,-1000000
261988,Filip Krovinovic,West Bromwich Albion,5000000,Wypożyczenie,GB2,2019,5000000,0
406008,Yan Valery,Birmingham City,6000000,Wypożyczenie,GB2,2020,2000000,-4000000
503733,Anthony Gordon,Preston North End,5000000,Wypożyczenie,GB2,2020,40000000,35000000
337807,Jordan Morris,Swansea City,5000000,Wypożyczenie,GB2,2020,5000000,0
315128,Carel Eiting,Huddersfield Town,4000000,Wypożyczenie,GB2,2020,2000000,-2000000
565822,Harvey Elliott,Blackburn Rovers,4000000,Wypożyczenie,GB2,2020,35000000,31000000
204102,Xavi Quintillà,Norwich City,4000000,Wypożyczenie,GB2,2020,1000000,-3000000
201574,Angus Gunn,Stoke City,4000000,Wypożyczenie,GB2,2020,3000000,-1000000
75471,Yannick Bolasie,FC Middlesbrough,3000000,Wypożyczenie,GB2,2020,250000,-2750000
75471,Yannick Bolasie,Aston Villa,18000000,Wypożyczenie,GB2,2018,250000,-17750000
135213,Kenneth Zohore,FC Millwall,3000000,Wypożyczenie,GB2,2020,700000,-2300000
129627,Charlie Austin,Queens Park Rangers,3000000,Wypożyczenie,GB2,2020,300000,-2700000
204294,Saman Ghoddos,FC Brentford,3000000,Wypożyczenie,GB2,2020,2000000,-1000000
638741,Daryl Dike,FC Barnsley,3000000,Wypożyczenie,GB2,2020,7000000,4000000
189876,Paul Arriola,Swansea City,3000000,Wypożyczenie,GB2,2020,4000000,1000000
37304,Shane Long,AFC Bournemouth,2000000,Wypożyczenie,GB2,2020,300000,-1700000
93831,Tom Trybull,Blackburn Rovers,2000000,Wypożyczenie,GB2,2020,800000,-1200000
225452,Patrick Roberts,FC Middlesbrough,2000000,Wypożyczenie,GB2,2020,2000000,0
225452,Patrick Roberts,Derby County,2000000,Wypożyczenie,GB2,2020,2000000,0
225452,Patrick Roberts,FC Middlesbrough,3000000,Wypożyczenie,GB2,2019,2000000,-1000000
392757,Marc Guéhi,Swansea City,2000000,Wypożyczenie,GB2,2020,35000000,33000000
392757,Marc Guéhi,Swansea City,1000000,Wypożyczenie,GB2,2019,35000000,34000000
268746,Jack Marriott,Sheffield Wednesday,2000000,Wypożyczenie,GB2,2020,700000,-1300000
461617,Rodrigo Riquelme,AFC Bournemouth,2000000,Wypożyczenie,GB2,2020,10000000,8000000
101682,Scott Malone,FC Millwall,2000000,Wypożyczenie,GB2,2020,1000000,-1000000
245805,Izzy Brown,Sheffield Wednesday,2000000,Wypożyczenie,GB2,2020,0,-2000000
245805,Izzy Brown,Luton Town,5000000,Wypożyczenie,GB2,2019,0,-5000000
245805,Izzy Brown,Leeds United,5000000,Wypożyczenie,GB2,2018,0,-5000000
341049,Cameron Carter-Vickers,AFC Bournemouth,2000000,Wypożyczenie,GB2,2020,11000000,9000000
341049,Cameron Carter-Vickers,Luton Town,2000000,Wypożyczenie,GB2,2019,11000000,9000000
341049,Cameron Carter-Vickers,Stoke City,1000000,Wypożyczenie,GB2,2019,11000000,10000000
341049,Cameron Carter-Vickers,Swansea City,1000000,Wypożyczenie,GB2,2018,11000000,10000000
91854,Barry Douglas,Blackburn Rovers,2000000,Wypożyczenie,GB2,2020,400000,-1600000
661053,Jarrad Branthwaite,Blackburn Rovers,2000000,Wypożyczenie,GB2,2020,7000000,5000000
62008,Stefan Johansen,Queens Park Rangers,2000000,Wypożyczenie,GB2,2020,1000000,-1000000
62008,Stefan Johansen,West Bromwich Albion,4000000,Wypożyczenie,GB2,2018,1000000,-3000000
541231,Sepp van den Berg,Preston North End,1000000,Wypożyczenie,GB2,2020,5000000,4000000
359210,Alfa Semedo,FC Reading,1000000,Wypożyczenie,GB2,2020,1000000,0
359210,Alfa Semedo,Nottingham Forest,2000000,Wypożyczenie,GB2,2019,1000000,-1000000
116648,Marcus Bettinelli,FC Middlesbrough,1000000,Wypożyczenie,GB2,2020,2000000,1000000
45693,Glenn Murray,FC Watford,1000000,Wypożyczenie,GB2,2020,0,-1000000
215096,Jordy de Wijs,Queens Park Rangers,1000000,Wypożyczenie,GB2,2020,1000000,0
228912,Liam Lindsay,Preston North End,1000000,Wypożyczenie,GB2,2020,1000000,0
37526,Winston Reid,FC Brentford,1000000,Wypożyczenie,GB2,2020,0,-1000000
399369,Beni Baningime,Derby County,1000000,Wypożyczenie,GB2,2020,850000,-150000
399369,Beni Baningime,Wigan Athletic,2000000,Wypożyczenie,GB2,2018,850000,-1150000
73522,Matty James,Coventry City,1000000,Wypożyczenie,GB2,2020,900000,-100000
73522,Matty James,FC Barnsley,1000000,Wypożyczenie,GB2,2020,900000,-100000
258216,Kasey Palmer,Swansea City,1000000,Wypożyczenie,GB2,2020,1000000,0
258216,Kasey Palmer,Blackburn Rovers,1000000,Wypożyczenie,GB2,2018,1000000,0
258216,Kasey Palmer,Bristol City,1000000,Wypożyczenie,GB2,2018,1000000,0
111422,Neeskens Kebano,FC Middlesbrough,1000000,Wypożyczenie,GB2,2020,3000000,2000000
124873,Florian Jozefzoon,Rotherham United,1000000,Wypożyczenie,GB2,2020,500000,-500000
203655,Cafú,Nottingham Forest,1000000,Wypożyczenie,GB2,2020,600000,-400000
387331,Sam Field,Queens Park Rangers,1000000,Wypożyczenie,GB2,2020,2000000,1000000
387331,Sam Field,Charlton Athletic,1000000,Wypożyczenie,GB2,2019,2000000,1000000
325443,Viktor Gyökeres,Coventry City,1000000,Wypożyczenie,GB2,2020,8000000,7000000
325443,Viktor Gyökeres,Swansea City,1000000,Wypożyczenie,GB2,2020,8000000,7000000
428061,Riley McGree,Birmingham City,900000,Wypożyczenie,GB2,2020,3000000,2100000
208428,Lee Gregory,Derby County,800000,Wypożyczenie,GB2,2020,250000,-550000
385848,George Edmundson,Derby County,500000,Wypożyczenie,GB2,2020,400000,-100000
543164,Rhys Norrington-Davies,Stoke City,500000,Wypożyczenie,GB2,2020,3000000,2500000
543164,Rhys Norrington-Davies,Luton Town,0,Wypożyczenie,GB2,2020,3000000,3000000
543164,Rhys Norrington-Davies,AFC Rochdale,0,Wypożyczenie,GB3,2019,3000000,3000000
192611,Joel Pereira,Huddersfield Town,475000,Wypożyczenie,GB2,2020,300000,-175000
128898,Jamal Blackman,Rotherham United,400000,Wypożyczenie,GB2,2020,400000,0
128898,Jamal Blackman,Bristol Rovers,500000,Wypożyczenie,GB3,2019,400000,-100000
128898,Jamal Blackman,Leeds United,250000,Wypożyczenie,GB2,2018,400000,150000
61622,Ched Evans,Preston North End,300000,Wypożyczenie,GB2,2020,250000,-50000
61622,Ched Evans,Fleetwood Town,350000,Wypożyczenie,GB3,2018,250000,-100000
611906,Nnamdi Ofoborh,Wycombe Wanderers,250000,Wypożyczenie,GB2,2020,400000,150000
611906,Nnamdi Ofoborh,Wycombe Wanderers,150000,Wypożyczenie,GB3,2019,400000,250000
353147,Dennis Adeniran,Wycombe Wanderers,0,Wypożyczenie,GB2,2020,500000,500000
475188,Kiernan Dewsbury-Hall,Luton Town,0,Wypożyczenie,GB2,2020,25000000,25000000
475188,Kiernan Dewsbury-Hall,FC Blackpool,0,Wypożyczenie,GB3,2019,25000000,25000000
425026,Josh Knight,Wycombe Wanderers,0,Wypożyczenie,GB2,2020,900000,900000
425026,Josh Knight,Peterborough United,0,Wypożyczenie,GB3,2019,900000,900000
425026,Josh Knight,Peterborough United,0,Wypożyczenie,GB3,2018,900000,900000
452380,Sam Nombe,Luton Town,0,Wypożyczenie,GB2,2020,500000,500000
314384,Ben Sheaf,Coventry City,0,Wypożyczenie,GB2,2020,3000000,3000000
314384,Ben Sheaf,Doncaster Rovers,0,Wypożyczenie,GB3,2019,3000000,3000000
344015,Ben Woodburn,FC Blackpool,4000000,Wypożyczenie,GB3,2020,1000000,-3000000
344015,Ben Woodburn,Oxford United,5000000,Wypożyczenie,GB3,2019,1000000,-4000000
344015,Ben Woodburn,Sheffield United,5000000,Wypożyczenie,GB2,2018,1000000,-4000000
491737,Josef Bursik,Peterborough United,2000000,Wypożyczenie,GB3,2020,2000000,0
491737,Josef Bursik,Lincoln City,2000000,Wypożyczenie,GB3,2020,2000000,0
491737,Josef Bursik,Doncaster Rovers,0,Wypożyczenie,GB3,2020,2000000,2000000
491737,Josef Bursik,Accrington Stanley,0,Wypożyczenie,GB3,2019,2000000,2000000
240083,George Byers,FC Portsmouth,1000000,Wypożyczenie,GB3,2020,450000,-550000
308632,Callum Connolly,Fleetwood Town,1000000,Wypożyczenie,GB3,2020,1000000,0
308632,Callum Connolly,Lincoln City,2000000,Wypożyczenie,GB3,2019,1000000,-1000000
308632,Callum Connolly,Fleetwood Town,2000000,Wypożyczenie,GB3,2019,1000000,-1000000
308632,Callum Connolly,Bolton Wanderers,2000000,Wypożyczenie,GB2,2018,1000000,-1000000
308632,Callum Connolly,Wigan Athletic,1000000,Wypożyczenie,GB2,2018,1000000,0
286919,Josh Sims,Doncaster Rovers,1000000,Wypożyczenie,GB3,2020,400000,-600000
286919,Josh Sims,FC Reading,750000,Wypożyczenie,GB2,2018,400000,-350000
223225,Dan Crowley,Hull City,1000000,Wypożyczenie,GB3,2020,450000,-550000
321096,Keanan Bennetts,Ipswich Town,1000000,Wypożyczenie,GB3,2020,600000,-400000
134293,Jayden Stockley,Charlton Athletic,900000,Wypożyczenie,GB3,2020,900000,0
220755,Matthew Pennington,Shrewsbury Town,800000,Wypożyczenie,GB3,2020,500000,-300000
220755,Matthew Pennington,Hull City,1000000,Wypożyczenie,GB2,2019,500000,-500000
220755,Matthew Pennington,Ipswich Town,500000,Wypożyczenie,GB2,2018,500000,0
487924,Jan Zamburek,Shrewsbury Town,800000,Wypożyczenie,GB3,2020,500000,-300000
208934,Barrie McKay,Fleetwood Town,800000,Wypożyczenie,GB3,2020,850000,50000
